Type	Shape	Chr	Start	End	color
Westworld	triangle	13	93999904	93999977	33a02c
Westworld	triangle	14	57776365	57776438	33a02c
Westworld	triangle	15	38673314	38673395	33a02c
Westworld	triangle	15	38673314	38673396	33a02c
Westworld	triangle	15	43278095	43278167	33a02c
Westworld	triangle	15	43278095	43278167	33a02c
Westworld	triangle	15	43278095	43278167	33a02c
Westworld	triangle	15	43279902	43279974	33a02c
Westworld	triangle	15	43279902	43279974	33a02c
Westworld	triangle	15	43279902	43279974	33a02c
Westworld	triangle	15	43280640	43280712	33a02c
Westworld	triangle	15	43280640	43280712	33a02c
Westworld	triangle	15	43280640	43280712	33a02c
Westworld	triangle	15	76939958	76940031	33a02c
Westworld	triangle	15	77824051	77824124	33a02c
Westworld	triangle	16	69369614	69369685	33a02c
Westworld	triangle	16	69370442	69370513	33a02c
Westworld	triangle	16	69380097	69380168	33a02c
Westworld	triangle	16	69380910	69380981	33a02c
Westworld	triangle	17	34161559	34161633	33a02c
Westworld	triangle	17	34161559	34161633	33a02c
Westworld	triangle	17	34161565	34161625	33a02c
Westworld	triangle	17	34243500	34243572	33a02c
Westworld	triangle	17	34271462	34271534	33a02c
Westworld	triangle	17	34277423	34277495	33a02c
Westworld	triangle	17	34279070	34279142	33a02c
Westworld	triangle	17	34563512	34563584	33a02c
Westworld	triangle	17	34564269	34564341	33a02c
Westworld	triangle	17	35527078	35527152	33a02c
Westworld	triangle	17	44624888	44624960	33a02c
Westworld	triangle	17	44624888	44624960	33a02c
Westworld	triangle	17	59957379	59957453	33a02c
Westworld	triangle	17	78045885	78045957	33a02c
Westworld	triangle	17	78045885	78045957	33a02c
Westworld	triangle	18	41923268	41923341	33a02c
Westworld	triangle	19	38359802	38359876	33a02c
Westworld	triangle	19	40758589	40758662	33a02c
Westworld	triangle	19	44594647	44594740	33a02c
Westworld	triangle	19	46439981	46440054	33a02c
Westworld	triangle	19	54729744	54729817	33a02c
Westworld	triangle	19	57117207	57117280	33a02c
Westworld	triangle	21	44719408	44719478	33a02c
Westworld	triangle	23	69256854	69256923	33a02c
Westworld	triangle	23	69263991	69264062	33a02c
The Wire	box	14	100590395	100590471	1f78b4
The Wire	box	14	100590776	100590849	1f78b4
The Wire	box	14	100591347	100591413	1f78b4
The Wire	box	14	100591508	100591581	1f78b4
The Wire	box	14	100591508	100591581	1f78b4
The Wire	box	14	100592279	100592359	1f78b4
The Wire	box	14	100595844	100595928	1f78b4
The Wire	box	14	100596662	100596764	1f78b4
The Wire	box	14	100598139	100598208	1f78b4
The Wire	box	14	100600584	100600668	1f78b4
The Wire	box	14	100601389	100601468	1f78b4
The Wire	box	14	100601389	100601468	1f78b4
The Wire	box	14	100601536	100601627	1f78b4
The Wire	box	14	100601687	100601757	1f78b4
The Wire	box	15	20014592	20014644	1f78b4
The Wire	box	15	29144526	29144636	1f78b4
The Wire	box	15	32461561	32461643	1f78b4
The Wire	box	15	32607782	32607864	1f78b4
The Wire	box	15	39771074	39771168	1f78b4
The Wire	box	15	40279059	40279156	1f78b4
The Wire	box	15	41873148	41873249	1f78b4
The Wire	box	15	43512539	43512619	1f78b4
The Wire	box	15	50356605	50356689	1f78b4
The Wire	box	15	51017858	51017946	1f78b4
The Wire	box	15	53452429	53452524	1f78b4
The Wire	box	15	53452429	53452524	1f78b4
The Wire	box	15	68158764	68158861	1f78b4
The Wire	box	15	73433004	73433079	1f78b4
The Wire	box	15	77289184	77289268	1f78b4
The Wire	box	15	78921373	78921469	1f78b4
The Wire	box	15	84114730	84114813	1f78b4
The Wire	box	15	94677493	94677540	1f78b4
The Wire	box	15	100318184	100318322	1f78b4
The Wire	box	16	2080196	2080286	1f78b4
The Wire	box	16	2080196	2080286	1f78b4
The Wire	box	16	2261748	2261842	1f78b4
The Wire	box	16	14305324	14305407	1f78b4
The Wire	box	16	14310642	14310729	1f78b4
The Wire	box	16	15644651	15644730	1f78b4
The Wire	box	16	33873008	33873093	1f78b4
The Wire	box	16	68157211	68157272	1f78b4
The Wire	box	16	68524484	68524584	1f78b4
The Wire	box	16	68524484	68524584	1f78b4
The Wire	box	16	84332727	84332807	1f78b4
The Wire	box	17	1563946	1564031	1f78b4
The Wire	box	17	1899951	1900052	1f78b4
The Wire	box	17	1900314	1900424	1f78b4
The Wire	box	17	2598121	2598226	1f78b4
The Wire	box	17	11925940	11926038	1f78b4
The Wire	box	17	13387570	13387688	1f78b4
The Wire	box	17	16126052	16126127	1f78b4
The Wire	box	17	17657874	17657970	1f78b4
The Wire	box	17	25468222	25468316	1f78b4
The Wire	box	17	25468222	25468316	1f78b4
The Wire	box	17	27701240	27701334	1f78b4
The Wire	box	17	30502291	30502346	1f78b4
The Wire	box	17	43469525	43469612	1f78b4
The Wire	box	17	43588787	43588872	1f78b4
The Wire	box	17	44012198	44012308	1f78b4
The Wire	box	17	44064850	44064920	1f78b4
The Wire	box	17	53763591	53763678	1f78b4
The Wire	box	17	53763591	53763678	1f78b4
The Wire	box	17	54569900	54570015	1f78b4
The Wire	box	17	54583278	54583364	1f78b4
The Wire	box	17	58375307	58375405	1f78b4
The Wire	box	17	76713670	76713768	1f78b4
The Wire	box	17	76714277	76714344	1f78b4
The Wire	box	17	76714277	76714344	1f78b4
The Wire	box	17	76721590	76721703	1f78b4
The Wire	box	18	17517468	17517556	1f78b4
The Wire	box	18	17659656	17659744	1f78b4
The Wire	box	18	17662962	17663047	1f78b4
The Wire	box	18	20155647	20155697	1f78b4
The Wire	box	18	26132873	26132924	1f78b4
The Wire	box	18	31738778	31738887	1f78b4
The Wire	box	18	35456084	35456137	1f78b4
The Wire	box	18	45267740	45267790	1f78b4
The Wire	box	18	54269285	54269370	1f78b4
The Wire	box	19	22972	23110	1f78b4
The Wire	box	19	1767157	1767237	1f78b4
The Wire	box	19	2185060	2185148	1f78b4
The Wire	box	19	3912411	3912510	1f78b4
The Wire	box	19	4721681	4721791	1f78b4
The Wire	box	19	13808100	13808173	1f78b4
The Wire	box	19	13808253	13808331	1f78b4
The Wire	box	19	13808400	13808473	1f78b4
The Wire	box	19	13846512	13846622	1f78b4
The Wire	box	19	13846688	13846825	1f78b4
The Wire	box	19	14501354	14501452	1f78b4
The Wire	box	19	15421358	15421419	1f78b4
The Wire	box	19	20371079	20371162	1f78b4
The Wire	box	19	45480289	45480388	1f78b4
The Wire	box	19	50834091	50834185	1f78b4
The Wire	box	19	50834091	50834185	1f78b4
The Wire	box	19	50870025	50870122	1f78b4
The Wire	box	19	51214029	51214147	1f78b4
The Wire	box	19	51214029	51214147	1f78b4
The Wire	box	19	53755340	53755423	1f78b4
The Wire	box	19	54695853	54695937	1f78b4
The Wire	box	19	56888318	56888404	1f78b4
The Wire	box	19	57476861	57476958	1f78b4
The Wire	box	20	2581422	2581488	1f78b4
The Wire	box	20	3846140	3846218	1f78b4
The Wire	box	20	3846148	3846210	1f78b4
The Wire	box	20	26136821	26136914	1f78b4
The Wire	box	20	30289258	30289311	1f78b4
The Wire	box	20	32517790	32517884	1f78b4
The Wire	box	20	33041839	33041961	1f78b4
The Wire	box	20	33041839	33041961	1f78b4
The Wire	box	20	33505189	33505333	1f78b4
The Wire	box	20	47330253	47330364	1f78b4
The Wire	box	20	48635729	48635823	1f78b4
The Wire	box	20	48664579	48664729	1f78b4
The Wire	box	20	58316926	58317020	1f78b4
The Wire	box	20	59961996	59962113	1f78b4
The Wire	box	21	16833279	16833360	1f78b4
The Wire	box	21	16834018	16834102	1f78b4
The Wire	box	21	16884427	16884516	1f78b4
The Wire	box	21	25868162	25868227	1f78b4
The Wire	box	21	36014882	36014976	1f78b4
The Wire	box	22	16843633	16843727	1f78b4
The Wire	box	22	20337269	20337347	1f78b4
The Wire	box	22	20337592	20337674	1f78b4
The Wire	box	22	21495269	21495365	1f78b4
The Wire	box	22	25281177	25281289	1f78b4
The Wire	box	22	36570224	36570324	1f78b4
The Wire	box	22	36573630	36573727	1f78b4
The Wire	box	22	39818462	39818516	1f78b4
The Wire	box	22	40626893	40626962	1f78b4
The Wire	box	22	43975498	43975564	1f78b4
The Wire	box	22	44887292	44887366	1f78b4
The Wire	box	22	44888229	44888312	1f78b4
The Wire	box	23	8055005	8055102	1f78b4
The Wire	box	23	21990179	21990233	1f78b4
The Wire	box	23	32569511	32569597	1f78b4
The Wire	box	23	45490528	45490638	1f78b4
The Wire	box	23	45491364	45491474	1f78b4
The Wire	box	23	49654493	49654584	1f78b4
The Wire	box	23	49654493	49654584	1f78b4
The Wire	box	23	49654848	49654934	1f78b4
The Wire	box	23	49654848	49654934	1f78b4
The Wire	box	23	49659778	49659862	1f78b4
The Wire	box	23	49660311	49660376	1f78b4
The Wire	box	23	49660311	49660376	1f78b4
The Wire	box	23	49661069	49661153	1f78b4
The Wire	box	23	49661069	49661153	1f78b4
The Wire	box	23	49664588	49664685	1f78b4
The Wire	box	23	49665945	49666031	1f78b4
The Wire	box	23	49665945	49666031	1f78b4
The Wire	box	23	53599908	53600027	1f78b4
The Wire	box	23	53600877	53600960	1f78b4
The Wire	box	23	73354936	73355021	1f78b4
The Wire	box	23	73355106	73355178	1f78b4
The Wire	box	23	73423663	73423769	1f78b4
The Wire	box	23	73423845	73423917	1f78b4
The Wire	box	23	76056091	76056179	1f78b4
The Wire	box	23	76142219	76142317	1f78b4
The Wire	box	23	83367415	83367492	1f78b4
The Wire	box	23	94204795	94204881	1f78b4
The Wire	box	23	109185212	109185310	1f78b4
The Wire	box	23	113792274	113792354	1f78b4
The Wire	box	23	118664728	118664839	1f78b4
The Wire	box	23	122523626	122523736	1f78b4
The Wire	box	23	133501880	133501958	1f78b4
The Wire	box	23	133502036	133502127	1f78b4
The Wire	box	23	133502203	133502303	1f78b4
The Wire	box	23	133503036	133503133	1f78b4
The Wire	box	23	133503036	133503133	1f78b4
The Wire	box	23	133508023	133508094	1f78b4
The Wire	box	23	133508309	133508407	1f78b4
The Wire	box	23	135460702	135460785	1f78b4
The Wire	box	23	146119929	146120053	1f78b4
The Wire	box	23	146120193	146120287	1f78b4
The Wire	box	23	146126122	146126237	1f78b4
The Wire	box	23	146126122	146126237	1f78b4
The Wire	box	23	146147969	146148060	1f78b4
The Wire	box	23	146147969	146148060	1f78b4
The Wire	box	23	146148861	146148936	1f78b4
The Wire	box	23	146148861	146148936	1f78b4
The Wire	box	23	146149741	146149835	1f78b4
The Wire	box	23	146149741	146149835	1f78b4
The Wire	box	23	146161544	146161618	1f78b4
The Wire	box	23	146168456	146168554	1f78b4
The Wire	box	23	146171152	146171240	1f78b4
The Wire	box	23	146173850	146173938	1f78b4
The Wire	box	23	150877705	150877786	1f78b4
The Wire	box	23	150878755	150878840	1f78b4
The Wire	box	23	154265942	154266041	1f78b4
The Wire	box	23	154340371	154340470	1f78b4
Better Call Saul	box	1	20228	20366	33a02c
Better Call Saul	box	1	1094247	1094330	33a02c
Better Call Saul	box	1	3467118	3467214	33a02c
Better Call Saul	box	1	21187393	21187512	33a02c
Better Call Saul	box	1	34907786	34907882	33a02c
Better Call Saul	box	1	40992613	40992705	33a02c
Better Call Saul	box	1	40995542	40995631	33a02c
Better Call Saul	box	1	68421788	68421881	33a02c
Better Call Saul	box	1	94084975	94085055	33a02c
Better Call Saul	box	1	100519384	100519452	33a02c
Better Call Saul	box	1	109943037	109943112	33a02c
Better Call Saul	box	1	149784895	149784991	33a02c
Better Call Saul	box	1	154656756	154656845	33a02c
Better Call Saul	box	1	155172546	155172660	33a02c
Better Call Saul	box	1	160578959	160579054	33a02c
Better Call Saul	box	1	160578959	160579054	33a02c
Better Call Saul	box	1	164390603	164390659	33a02c
Better Call Saul	box	1	166234521	166234588	33a02c
Better Call Saul	box	1	166611385	166611483	33a02c
Better Call Saul	box	1	169337492	169337571	33a02c
Better Call Saul	box	1	170374560	170374670	33a02c
Better Call Saul	box	1	170380297	170380407	33a02c
Better Call Saul	box	1	170380297	170380407	33a02c
Better Call Saul	box	1	175265121	175265204	33a02c
Better Call Saul	box	1	191372255	191372336	33a02c
Better Call Saul	box	1	197094624	197094734	33a02c
Better Call Saul	box	1	197094795	197094905	33a02c
Better Call Saul	box	1	200044361	200044453	33a02c
Better Call Saul	box	1	203684052	203684149	33a02c
Better Call Saul	box	1	206041819	206041907	33a02c
Better Call Saul	box	1	206042410	206042491	33a02c
Better Call Saul	box	1	207672100	207672210	33a02c
Better Call Saul	box	1	218357817	218357927	33a02c
Better Call Saul	box	1	218358121	218358206	33a02c
Better Call Saul	box	1	218440502	218440584	33a02c
Better Call Saul	box	1	222511328	222511466	33a02c
Better Call Saul	box	1	229222196	229222293	33a02c
Better Call Saul	box	1	234082922	234082983	33a02c
Better Call Saul	box	2	25405012	25405094	33a02c
Better Call Saul	box	2	32610723	32610817	33a02c
Better Call Saul	box	2	47458317	47458413	33a02c
Better Call Saul	box	2	175740606	175740683	33a02c
Better Call Saul	box	2	176723276	176723386	33a02c
Better Call Saul	box	2	177173953	177174026	33a02c
Better Call Saul	box	2	180433807	180433880	33a02c
Better Call Saul	box	2	188870463	188870560	33a02c
Better Call Saul	box	2	189551062	189551132	33a02c
Better Call Saul	box	2	207842243	207842393	33a02c
Better Call Saul	box	2	212999231	212999329	33a02c
Better Call Saul	box	2	218975612	218975689	33a02c
Better Call Saul	box	2	219574610	219574674	33a02c
Better Call Saul	box	2	219867076	219867166	33a02c
Better Call Saul	box	2	232286267	232286352	33a02c
Better Call Saul	box	2	232465195	232465252	33a02c
Better Call Saul	box	2	232745606	232745701	33a02c
Better Call Saul	box	2	241044090	241044179	33a02c
Better Call Saul	box	3	15890281	15890360	33a02c
Better Call Saul	box	3	35760971	35761055	33a02c
Better Call Saul	box	3	37985898	37985975	33a02c
Better Call Saul	box	3	44130707	44130806	33a02c
Better Call Saul	box	3	44878383	44878477	33a02c
Better Call Saul	box	3	47866048	47866123	33a02c
Better Call Saul	box	3	49032584	49032671	33a02c
Better Call Saul	box	3	49033054	49033146	33a02c
Better Call Saul	box	3	50185762	50185856	33a02c
Better Call Saul	box	3	52277333	52277417	33a02c
Better Call Saul	box	3	52303274	52303364	33a02c
Better Call Saul	box	3	75762603	75762699	33a02c
Better Call Saul	box	3	113314337	113314435	33a02c
Better Call Saul	box	3	121597204	121597266	33a02c
Better Call Saul	box	3	129563697	129563791	33a02c
Better Call Saul	box	3	161605069	161605167	33a02c
Better Call Saul	box	3	161605226	161605307	33a02c
Better Call Saul	box	3	165371952	165372038	33a02c
Better Call Saul	box	3	165541822	165541932	33a02c
Better Call Saul	box	3	169752335	169752431	33a02c
Better Call Saul	box	3	172307146	172307242	33a02c
Better Call Saul	box	3	185441886	185441971	33a02c
Better Call Saul	box	3	185441886	185441971	33a02c
Better Call Saul	box	3	187987154	187987260	33a02c
Better Call Saul	box	3	189889262	189889348	33a02c
Better Call Saul	box	3	189889262	189889348	33a02c
Better Call Saul	box	3	191030404	191030492	33a02c
Better Call Saul	box	3	196911451	196911548	33a02c
Better Call Saul	box	4	1957908	1958002	33a02c
Better Call Saul	box	4	8057927	8058008	33a02c
Better Call Saul	box	4	20138995	20139105	33a02c
Better Call Saul	box	4	36104382	36104445	33a02c
Better Call Saul	box	4	38546047	38546143	33a02c
Better Call Saul	box	4	38546047	38546143	33a02c
Better Call Saul	box	4	83893513	83893607	33a02c
Better Call Saul	box	4	110629302	110629400	33a02c
Better Call Saul	box	4	110629302	110629400	33a02c
Better Call Saul	box	4	112001186	112001252	33a02c
Better Call Saul	box	4	113788478	113788546	33a02c
Better Call Saul	box	4	113788608	113788676	33a02c
Better Call Saul	box	4	113788787	113788856	33a02c
Better Call Saul	box	4	113788967	113789035	33a02c
Better Call Saul	box	4	113789089	113789162	33a02c
Better Call Saul	box	4	148485230	148485319	33a02c
Better Call Saul	box	4	166526843	166526939	33a02c
Better Call Saul	box	4	183327439	183327525	33a02c
Better Call Saul	box	5	15988290	15988369	33a02c
Better Call Saul	box	5	32430240	32430338	33a02c
Better Call Saul	box	5	36183750	36183847	33a02c
Better Call Saul	box	5	41511490	41511561	33a02c
Better Call Saul	box	5	53283090	53283186	33a02c
Better Call Saul	box	5	54502116	54502207	33a02c
Better Call Saul	box	5	54502230	54502327	33a02c
Better Call Saul	box	5	59035188	59035286	33a02c
Better Call Saul	box	5	59035188	59035286	33a02c
Better Call Saul	box	5	95440597	95440672	33a02c
Better Call Saul	box	5	100180084	100180168	33a02c
Better Call Saul	box	5	109877428	109877515	33a02c
Better Call Saul	box	5	135444075	135444196	33a02c
Better Call Saul	box	5	135444075	135444196	33a02c
Better Call Saul	box	5	148422068	148422165	33a02c
Better Call Saul	box	5	149092580	149092646	33a02c
Better Call Saul	box	5	154045528	154045614	33a02c
Better Call Saul	box	5	159844936	159845035	33a02c
Better Call Saul	box	5	167920478	167920556	33a02c
Better Call Saul	box	5	167920486	167920548	33a02c
Better Call Saul	box	5	168127728	168127838	33a02c
Better Call Saul	box	5	168623182	168623276	33a02c
Better Call Saul	box	5	175727554	175727640	33a02c
Better Call Saul	box	5	179157883	179157952	33a02c
Better Call Saul	box	5	179374908	179375003	33a02c
Better Call Saul	box	6	30660087	30660173	33a02c
Better Call Saul	box	6	32032594	32032696	33a02c
Better Call Saul	box	6	33283589	33283699	33a02c
Better Call Saul	box	6	33283589	33283699	33a02c
Better Call Saul	box	6	34075726	34075806	33a02c
Better Call Saul	box	6	45273388	45273485	33a02c
Better Call Saul	box	6	52117105	52117191	33a02c
Better Call Saul	box	6	52121679	52121798	33a02c
Better Call Saul	box	6	107338692	107338788	33a02c
Better Call Saul	box	6	119431910	119432007	33a02c
Better Call Saul	box	6	119431910	119432007	33a02c
Better Call Saul	box	6	135601990	135602087	33a02c
Better Call Saul	box	6	156309622	156309705	33a02c
Better Call Saul	box	6	166842831	166842911	33a02c
Better Call Saul	box	7	5501975	5502074	33a02c
Better Call Saul	box	7	18133367	18133457	33a02c
Better Call Saul	box	7	21477200	21477289	33a02c
Better Call Saul	box	7	25956063	25956131	33a02c
Better Call Saul	box	7	27175623	27175707	33a02c
Better Call Saul	box	7	30295934	30296031	33a02c
Better Call Saul	box	7	32739117	32739214	33a02c
Better Call Saul	box	7	34946896	34946971	33a02c
Better Call Saul	box	7	36925486	36925562	33a02c
Better Call Saul	box	7	95686909	95687004	33a02c
Better Call Saul	box	7	129201980	129202090	33a02c
Better Call Saul	box	7	129923187	129923281	33a02c
Better Call Saul	box	7	130212045	130212109	33a02c
Better Call Saul	box	7	130212757	130212838	33a02c
Better Call Saul	box	7	150566439	150566557	33a02c
Better Call Saul	box	7	150566439	150566557	33a02c
Better Call Saul	box	7	157059788	157059875	33a02c
Better Call Saul	box	7	158018170	158018266	33a02c
Better Call Saul	box	8	1752803	1752880	33a02c
Better Call Saul	box	8	7983872	7984021	33a02c
Better Call Saul	box	8	14755317	14755390	33a02c
Better Call Saul	box	8	22158419	22158501	33a02c
Better Call Saul	box	8	26962286	26962397	33a02c
Better Call Saul	box	8	41637115	41637183	33a02c
Better Call Saul	box	8	41637115	41637183	33a02c
Better Call Saul	box	8	105565772	105565869	33a02c
Better Call Saul	box	8	105565772	105565869	33a02c
Better Call Saul	box	8	129231543	129231616	33a02c
Better Call Saul	box	8	135881944	135882032	33a02c
Better Call Saul	box	8	135886300	135886370	33a02c
Better Call Saul	box	9	20143	20281	33a02c
Better Call Saul	box	9	4840296	4840375	33a02c
Better Call Saul	box	9	20706103	20706187	33a02c
Better Call Saul	box	9	20706103	20706187	33a02c
Better Call Saul	box	9	21502113	21502184	33a02c
Better Call Saul	box	9	28853623	28853704	33a02c
Better Call Saul	box	9	28853623	28853704	33a02c
Better Call Saul	box	9	28878876	28878953	33a02c
Better Call Saul	box	9	68292058	68292141	33a02c
Better Call Saul	box	9	95978059	95978139	33a02c
Better Call Saul	box	9	95978449	95978536	33a02c
Better Call Saul	box	9	110848329	110848399	33a02c
Better Call Saul	box	9	122047077	122047149	33a02c
Better Call Saul	box	9	130046820	130046930	33a02c
Better Call Saul	box	9	130046820	130046930	33a02c
Better Call Saul	box	9	130194717	130194814	33a02c
Better Call Saul	box	9	130194717	130194814	33a02c
Better Call Saul	box	10	14518580	14518666	33a02c
Better Call Saul	box	10	17927112	17927199	33a02c
Better Call Saul	box	10	18174041	18174128	33a02c
Better Call Saul	box	10	21825496	21825576	33a02c
Better Call Saul	box	10	29873938	29874032	33a02c
Better Call Saul	box	10	29931198	29931281	33a02c
Better Call Saul	box	10	52729338	52729421	33a02c
Better Call Saul	box	10	76982221	76982317	33a02c
Better Call Saul	box	10	100144964	100145054	33a02c
Better Call Saul	box	10	104186258	104186331	33a02c
Better Call Saul	box	10	104186258	104186331	33a02c
Better Call Saul	box	10	105143999	105144148	33a02c
Better Call Saul	box	10	105797836	105797934	33a02c
Better Call Saul	box	10	105968536	105968631	33a02c
Better Call Saul	box	10	112738673	112738761	33a02c
Better Call Saul	box	11	1974564	1974637	33a02c
Better Call Saul	box	11	2111939	2112015	33a02c
Better Call Saul	box	11	2111939	2112015	33a02c
Better Call Saul	box	11	43559519	43559609	33a02c
Better Call Saul	box	11	43559519	43559609	33a02c
Better Call Saul	box	11	57165246	57165335	33a02c
Better Call Saul	box	11	69807708	69807824	33a02c
Better Call Saul	box	11	74723783	74723878	33a02c
Better Call Saul	box	11	78790713	78790801	33a02c
Better Call Saul	box	11	93839308	93839394	33a02c
Better Call Saul	box	11	110888872	110888956	33a02c
Better Call Saul	box	11	110889373	110889450	33a02c
Better Call Saul	box	11	110889373	110889450	33a02c
Better Call Saul	box	11	121475674	121475762	33a02c
Better Call Saul	box	11	121522439	121522511	33a02c
Better Call Saul	box	11	121528146	121528226	33a02c
Better Call Saul	box	12	12156152	12156237	33a02c
Better Call Saul	box	12	12808849	12808944	33a02c
Better Call Saul	box	12	12960029	12960119	33a02c
Better Call Saul	box	12	47334493	47334580	33a02c
Better Call Saul	box	12	48914191	48914262	33a02c
Better Call Saul	box	12	52671788	52671898	33a02c
Better Call Saul	box	12	52714000	52714096	33a02c
Better Call Saul	box	12	52714000	52714096	33a02c
Better Call Saul	box	12	53017266	53017365	33a02c
Better Call Saul	box	12	67953203	67953265	33a02c
Better Call Saul	box	12	78337167	78337232	33a02c
Better Call Saul	box	12	79750442	79750539	33a02c
Better Call Saul	box	12	79853645	79853743	33a02c
Better Call Saul	box	12	93752304	93752420	33a02c
Better Call Saul	box	12	94226326	94226420	33a02c
Better Call Saul	box	12	94226326	94226420	33a02c
Better Call Saul	box	12	107754812	107754911	33a02c
Better Call Saul	box	12	111617221	111617364	33a02c
Better Call Saul	box	13	40199963	40200011	33a02c
Better Call Saul	box	13	40282901	40282997	33a02c
Better Call Saul	box	13	49521109	49521198	33a02c
Better Call Saul	box	13	49521255	49521338	33a02c
Better Call Saul	box	13	53784107	53784184	33a02c
Better Call Saul	box	13	106981519	106981597	33a02c
Better Call Saul	box	14	19864445	19864530	33a02c
Better Call Saul	box	14	30553602	30553699	33a02c
Better Call Saul	box	14	76802313	76802386	33a02c
Better Call Saul	box	14	99645744	99645843	33a02c
Better Call Saul	box	14	99843948	99844046	33a02c
Better Call Saul	box	14	100388479	100388577	33a02c
Better Call Saul	box	14	100405149	100405238	33a02c
Better Call Saul	box	14	100410582	100410675	33a02c
Better Call Saul	box	14	100410582	100410675	33a02c
Better Call Saul	box	14	100411122	100411194	33a02c
Better Call Saul	box	14	100417096	100417210	33a02c
Better Call Saul	box	14	100417975	100418068	33a02c
Better Call Saul	box	14	100419068	100419165	33a02c
Better Call Saul	box	14	100419068	100419165	33a02c
Better Call Saul	box	14	100420572	100420666	33a02c
Better Call Saul	box	14	100420791	100420873	33a02c
Better Call Saul	box	14	100447228	100447303	33a02c
Better Call Saul	box	14	100582009	100582084	33a02c
Better Call Saul	box	14	100582544	100582628	33a02c
Better Call Saul	box	14	100583410	100583488	33a02c
Better Call Saul	box	14	100583990	100584069	33a02c
Better Call Saul	box	14	100584747	100584838	33a02c
Better Call Saul	box	14	100585639	100585736	33a02c
Better Call Saul	box	14	100588535	100588615	33a02c
Boardwalk Empire	circle	1	146132613	146132721	984ea3
Boardwalk Empire	circle	1	161704909	161705019	984ea3
Boardwalk Empire	circle	1	161745897	161746007	984ea3
Boardwalk Empire	circle	1	164278104	164278211	984ea3
Boardwalk Empire	circle	1	165241819	165241938	984ea3
Boardwalk Empire	circle	1	172205078	172205197	984ea3
Boardwalk Empire	circle	1	176796670	176796787	984ea3
Boardwalk Empire	circle	1	181180137	181180248	984ea3
Boardwalk Empire	circle	1	183250705	183250822	984ea3
Boardwalk Empire	circle	1	184608382	184608488	984ea3
Boardwalk Empire	circle	1	202798163	202798272	984ea3
Boardwalk Empire	circle	1	220936484	220936584	984ea3
Boardwalk Empire	circle	1	225815504	225815624	984ea3
Boardwalk Empire	circle	1	226810116	226810225	984ea3
Boardwalk Empire	circle	1	226812637	226812756	984ea3
Boardwalk Empire	circle	1	226812638	226812756	984ea3
Boardwalk Empire	circle	1	226814878	226814997	984ea3
Boardwalk Empire	circle	1	226814879	226814997	984ea3
Boardwalk Empire	circle	1	226817119	226817238	984ea3
Boardwalk Empire	circle	1	226817120	226817238	984ea3
Boardwalk Empire	circle	1	226819360	226819479	984ea3
Boardwalk Empire	circle	1	226819361	226819479	984ea3
Boardwalk Empire	circle	1	226821601	226821720	984ea3
Boardwalk Empire	circle	1	226821602	226821720	984ea3
Boardwalk Empire	circle	1	226823816	226823935	984ea3
Boardwalk Empire	circle	1	226823817	226823935	984ea3
Boardwalk Empire	circle	1	226826036	226826155	984ea3
Boardwalk Empire	circle	1	226826037	226826155	984ea3
Boardwalk Empire	circle	1	226828278	226828397	984ea3
Boardwalk Empire	circle	1	226828279	226828397	984ea3
Boardwalk Empire	circle	1	226830517	226830636	984ea3
Boardwalk Empire	circle	1	226832759	226832878	984ea3
Boardwalk Empire	circle	1	226832760	226832878	984ea3
Boardwalk Empire	circle	1	226835000	226835119	984ea3
Boardwalk Empire	circle	1	226835001	226835119	984ea3
Boardwalk Empire	circle	1	226837240	226837359	984ea3
Boardwalk Empire	circle	1	226837241	226837359	984ea3
Boardwalk Empire	circle	1	226839465	226839584	984ea3
Boardwalk Empire	circle	1	226839466	226839584	984ea3
Boardwalk Empire	circle	1	226841706	226841825	984ea3
Boardwalk Empire	circle	1	226841707	226841825	984ea3
Boardwalk Empire	circle	1	226843937	226844056	984ea3
Boardwalk Empire	circle	1	226843938	226844056	984ea3
Boardwalk Empire	circle	1	226846178	226846297	984ea3
Boardwalk Empire	circle	1	226846179	226846297	984ea3
Boardwalk Empire	circle	1	226848409	226848528	984ea3
Boardwalk Empire	circle	1	226848410	226848528	984ea3
Boardwalk Empire	circle	1	226850281	226850402	984ea3
Boardwalk Empire	circle	1	227752274	227752392	984ea3
Boardwalk Empire	circle	1	229022618	229022727	984ea3
Boardwalk Empire	circle	2	163061691	163061807	984ea3
Boardwalk Empire	circle	2	165423187	165423302	984ea3
Boardwalk Empire	circle	2	188849703	188849816	984ea3
Boardwalk Empire	circle	2	209493515	209493633	984ea3
Boardwalk Empire	circle	2	212108622	212108739	984ea3
Boardwalk Empire	circle	2	242173055	242173163	984ea3
Boardwalk Empire	circle	3	134911609	134911701	984ea3
Boardwalk Empire	circle	3	135984967	135985087	984ea3
Boardwalk Empire	circle	3	143793208	143793323	984ea3
Boardwalk Empire	circle	3	181362344	181362459	984ea3
Boardwalk Empire	circle	3	183023353	183023472	984ea3
Boardwalk Empire	circle	3	184458781	184458898	984ea3
Boardwalk Empire	circle	4	149698548	149698666	984ea3
Boardwalk Empire	circle	4	151048161	151048277	984ea3
Boardwalk Empire	circle	4	168076089	168076204	984ea3
Boardwalk Empire	circle	4	178615258	178615376	984ea3
Boardwalk Empire	circle	4	179564842	179564958	984ea3
Boardwalk Empire	circle	5	118809309	118809427	984ea3
